timestamps_ecg,ecg,timestamps_ppg_1_green,ppg_1_green,timestamps_ppg_1_red,ppg_1_red,timestamps_ppg_1_ir,ppg_1_ir,timestamps_ppg_2_green,ppg_2_green,timestamps_ppg_2_red,ppg_2_red,timestamps_ppg_2_ir,ppg_2_ir
766104.0,-302.55696202531647,766836.0,30880.49504950495,766836.0,2275293.4752475247,766836.0,2546454.495049505,766812.0,22032.92,766812.0,2274244.78,766812.0,2269642.0
766182.0,-142.30379746835445,766936.0,30834.554455445545,766936.0,2275282.7524752477,766936.0,2546420.0297029703,766912.0,22078.970588235294,766912.0,2274317.1764705884,766912.0,2269787.882352941
766260.0,-961.3037974683544,767036.0,30777.920792079207,767036.0,2275258.99009901,767036.0,2546370.326732673,767012.0,22114.166666666668,767012.0,2274338.8921568627,767012.0,2269860.588235294
766338.0,-1919.2278481012659,767136.0,30731.12745098039,767136.0,2275248.31372549,767136.0,2546320.81372549,767112.0,22139.06862745098,767112.0,2274365.068627451,767112.0,2269910.4411764704
766416.0,161.69620253164567,767236.0,30695.50495049505,767236.0,2275236.4554455443,767236.0,2546266.574257426,767212.0,22173.764705882353,767212.0,2274381.0,767212.0,2269929.3235294116
766494.0,7364.810126582279,767336.0,30645.04,767336.0,2275211.44,767336.0,2546234.4,767312.0,22195.774509803923,767312.0,2274342.1960784313,767312.0,2269866.274509804
766572.0,15929.025316455696,767436.0,30595.13725490196,767436.0,2275193.9607843137,767436.0,2546200.901960784,767412.0,22211.558823529413,767412.0,2274279.274509804,767412.0,2269713.0098039214
766650.0,18519.625,767536.0,30564.09900990099,767536.0,2275184.4554455443,767536.0,2546173.2574257427,767512.0,22218.0,767512.0,2274176.4455445544,767512.0,2269479.9306930695
766728.0,12615.645569620254,767636.0,30538.356435643564,767636.0,2275176.0396039602,767636.0,2546166.326732673,767612.0,22208.058823529413,767612.0,2274043.31372549,767612.0,2269160.68627451
766806.0,3381.481012658228,767736.0,30506.24,767736.0,2275171.48,767736.0,2546141.68,767712.0,22162.29411764706,767712.0,2273893.8235294116,767712.0,2268789.9411764704
766884.0,-2134.341772151899,767836.0,30469.320388349515,767836.0,2275162.4174757283,767836.0,2546102.8155339807,767812.0,22079.529411764706,767812.0,2273710.9803921566,767812.0,2268404.2156862747
766962.0,-2501.0,767936.0,30430.42,767936.0,2275153.02,767936.0,2546083.51,767912.0,21942.274509803923,767912.0,2273555.4901960786,767912.0,2268062.0588235296
767040.0,-1305.3291139240507,768036.0,30414.28431372549,768036.0,2275135.6666666665,768036.0,2546069.068627451,768012.0,21769.764705882353,768012.0,2273429.7647058824,768012.0,2267755.294117647
767118.0,-1346.2278481012659,768136.0,30387.1,768136.0,2275122.23,768136.0,2546047.89,768112.0,21581.607843137255,768112.0,2273291.9215686275,768112.0,2267486.274509804
767196.0,-2047.15,768236.0,30356.450980392157,768236.0,2275130.68627451,768236.0,2546027.1764705884,768212.0,21406.74,768212.0,2273168.18,768212.0,2267227.0
767274.0,-2264.3291139240505,768336.0,30350.5,768336.0,2275131.85,768336.0,2546006.05,768312.0,21250.155339805824,768312.0,2273056.86407767,768312.0,2266982.640776699
767352.0,-2266.1898734177216,768436.0,30320.323529411766,768436.0,2275109.911764706,768436.0,2545983.2352941176,768412.0,21113.21568627451,768412.0,2272959.5588235296,768412.0,2266776.6960784313
767430.0,-2353.1265822784812,768536.0,30294.99019607843,768536.0,2275095.0098039214,768536.0,2545953.568627451,768512.0,21017.382352941175,768512.0,2272892.1764705884,768512.0,2266608.529411765
767508.0,-2323.5443037974683,768636.0,30296.58415841584,768636.0,2275106.0,768636.0,2545930.2277227724,768612.0,20943.647058823528,768612.0,2272831.588235294,768612.0,2266517.294117647
767586.0,-2151.9240506329115,768736.0,30319.752475247526,768736.0,2275100.0594059406,768736.0,2545913.0,768712.0,20869.57843137255,768712.0,2272823.843137255,768712.0,2266464.6960784313
767664.0,-1994.3544303797469,768836.0,30322.752475247526,768836.0,2275092.9306930695,768836.0,2545912.613861386,768812.0,20841.019801980197,768812.0,2272781.6435643565,768812.0,2266419.2277227724
767742.0,-1899.113924050633,768936.0,30322.396039603962,768936.0,2275091.108910891,768936.0,2545909.7425742573,768912.0,20808.666666666668,768912.0,2272769.8039215687,768912.0,2266393.745098039
767820.0,-1756.3544303797469,769036.0,30327.138613861385,769036.0,2275082.6336633665,769036.0,2545901.6039603963,769012.0,20792.0,769012.0,2272760.0,769012.0,2266381.0
767898.0,-1506.8,769136.0,30312.41176470588,769136.0,2275080.2352941176,769136.0,2545895.0588235296,769112.0,20791.019607843136,769112.0,2272762.9411764704,769112.0,2266396.68627451
767976.0,-1218.9367088607596,769236.0,30303.663366336634,769236.0,2275079.0198019804,769236.0,2545902.386138614,769212.0,20804.450980392157,769212.0,2272769.725490196,769212.0,2266431.588235294
768054.0,-1006.493670886076,769336.0,30304.960396039605,769336.0,2275079.079207921,769336.0,2545916.920792079,769312.0,20810.647058823528,769312.0,2272806.705882353,769312.0,2266468.7647058824
768132.0,-936.1645569620254,769436.0,30309.0,769436.0,2275078.920792079,769436.0,2545929.118811881,769412.0,20823.901960784315,769412.0,2272832.9607843137,769412.0,2266545.6470588236
768210.0,-886.4430379746835,769536.0,30313.603960396038,769536.0,2275090.4752475247,769536.0,2545940.7623762377,769512.0,20843.039215686276,769512.0,2272862.9607843137,769512.0,2266623.254901961
768288.0,-808.7974683544304,769636.0,30326.37623762376,769636.0,2275080.079207921,769636.0,2545948.4851485146,769612.0,20870.58823529412,769612.0,2272907.470588235,769612.0,2266719.2352941176
768366.0,-759.506329113924,769736.0,30341.188118811882,769736.0,2275093.0396039602,769736.0,2545945.3960396037,769712.0,20895.78217821782,769712.0,2272945.2376237623,769712.0,2266822.4851485146
768444.0,-689.8607594936709,769836.0,30363.725490196077,769836.0,2275110.8039215687,769836.0,2545940.8039215687,769812.0,20938.235294117647,769812.0,2273001.1764705884,769812.0,2266927.2647058824
768522.0,-490.1625,769936.0,30366.603960396038,769936.0,2275108.3465346536,769936.0,2545966.594059406,769912.0,20970.0,769912.0,2273065.0,769912.0,2267045.5
768600.0,-157.73417721518987,770036.0,30379.47524752475,770036.0,2275116.2673267326,770036.0,2545952.4851485146,770012.0,21005.107843137255,770012.0,2273111.8039215687,770012.0,2267175.0392156863
768678.0,169.15189873417722,770136.0,30387.47524752475,770136.0,2275109.099009901,770136.0,2545959.376237624,770112.0,21050.117647058825,770112.0,2273155.7352941176,770112.0,2267307.205882353
768756.0,402.3164556962025,770236.0,30386.49504950495,770236.0,2275101.8613861385,770236.0,2545978.8415841586,770212.0,21097.950980392157,770212.0,2273219.9901960786,770212.0,2267435.68627451
768834.0,538.7974683544304,770336.0,30381.48514851485,770336.0,2275100.831683168,770336.0,2546025.7524752477,770312.0,21137.20792079208,770312.0,2273297.7524752477,770312.0,2267570.207920792
768912.0,609.620253164557,770436.0,30390.881188118812,770436.0,2275106.217821782,770436.0,2546043.9702970297,770412.0,21165.37254901961,770412.0,2273358.725490196,770412.0,2267676.0196078434
768990.0,736.0,770536.0,30383.313725490196,770536.0,2275088.1960784313,770536.0,2546027.6666666665,770512.0,21211.176470588234,770512.0,2273386.7843137253,770512.0,2267782.254901961
769068.0,1002.5822784810127,770636.0,30404.029702970296,770636.0,2275088.108910891,770636.0,2546049.297029703,770612.0,21245.058823529413,770612.0,2273416.705882353,770612.0,2267882.1764705884
769146.0,1303.4125,770736.0,30414.128712871287,770736.0,2275087.871287129,770736.0,2546023.168316832,770712.0,21288.0,770712.0,2273452.3921568627,770712.0,2267956.9803921566
769224.0,1325.4430379746836,770836.0,30395.79207920792,770836.0,2275105.891089109,770836.0,2546020.3564356435,770812.0,21331.333333333332,770812.0,2273482.0,770812.0,2268034.0
769302.0,911.0379746835443,770936.0,30400.742574257427,770936.0,2275098.9603960398,770936.0,2546002.782178218,770912.0,21365.91089108911,770912.0,2273512.5643564356,770912.0,2268095.9801980196
769380.0,332.2658227848101,771036.0,30404.58415841584,771036.0,2275090.920792079,771036.0,2546015.495049505,771012.0,21389.107843137255,771012.0,2273524.0,771012.0,2268100.617647059
769458.0,-3.734177215189902,771136.0,30404.831683168315,771136.0,2275077.4851485146,771136.0,2546031.2574257427,771112.0,21423.79411764706,771112.0,2273509.794117647,771112.0,2268094.8529411764
769536.0,-180.29113924050634,771236.0,30423.764705882353,771236.0,2275076.3529411764,771236.0,2546034.0588235296,771212.0,21447.57843137255,771212.0,2273493.225490196,771212.0,2268081.6470588236
769614.0,-578.8987341772151,771336.0,30423.78217821782,771336.0,2275091.7227722774,771336.0,2546041.405940594,771312.0,21462.99019607843,771312.0,2273471.8039215687,771312.0,2268045.970588235
769692.0,-1222.7974683544303,771436.0,30440.445544554455,771436.0,2275075.00990099,771436.0,2546037.0693069305,771412.0,21477.70588235294,771412.0,2273456.088235294,771412.0,2267985.088235294
769770.0,-1689.8,771536.0,30445.950495049507,771536.0,2275114.7326732674,771536.0,2546050.4554455443,771512.0,21477.607843137255,771512.0,2273430.3529411764,771512.0,2267931.5098039214
769848.0,-1622.493670886076,771636.0,30457.762376237624,771636.0,2275099.9306930695,771636.0,2546079.2772277226,771612.0,21487.549019607843,771612.0,2273403.725490196,771612.0,2267910.362745098
769926.0,-1180.493670886076,771736.0,30468.647058823528,771736.0,2275100.7647058824,771736.0,2546083.1764705884,771712.0,21496.455445544554,771712.0,2273406.594059406,771712.0,2267888.8217821782
770004.0,-866.5949367088608,771836.0,30479.673267326732,771836.0,2275129.831683168,771836.0,2546086.5544554456,771812.0,21494.941176470587,771812.0,2273414.0392156863,771812.0,2267870.5098039214
770082.0,-852.2784810126582,771936.0,30496.237623762376,771936.0,2275151.128712871,771936.0,2546099.881188119,771912.0,21490.941176470587,771912.0,2273406.3529411764,771912.0,2267872.8235294116
770160.0,-988.3544303797469,772036.0,30503.980198019803,772036.0,2275187.425742574,772036.0,2546096.1386138615,772012.0,21489.313725490196,772012.0,2273412.6274509802,772012.0,2267885.0196078434
770238.0,-1087.860759493671,772136.0,30503.247524752474,772136.0,2275159.1881188117,772136.0,2546103.1485148515,772112.0,21500.882352941175,772112.0,2273424.5490196077,772112.0,2267902.901960784
770316.0,-1033.3291139240507,772236.0,30528.0,772236.0,2275178.0,772236.0,2546118.0,772212.0,21512.58823529412,772212.0,2273417.529411765,772212.0,2267904.588235294
770394.0,-897.2278481012659,772336.0,30538.89108910891,772336.0,2275204.7326732674,772336.0,2546132.8514851485,772312.0,21523.176470588234,772312.0,2273416.745098039,772312.0,2267917.9215686275
770472.0,-793.75,772436.0,30552.58823529412,772436.0,2275205.970588235,772436.0,2546137.8529411764,772412.0,21525.0,772412.0,2273434.5445544557,772412.0,2267960.6435643565
770550.0,-757.6582278481013,772536.0,30564.52475247525,772536.0,2275190.6336633665,772536.0,2546161.0495049506,772512.0,21532.254901960783,772512.0,2273454.8235294116,772512.0,2267989.225490196
770628.0,-785.0253164556962,772636.0,30579.257425742573,772636.0,2275174.792079208,772636.0,2546168.6534653464,772612.0,21551.176470588234,772612.0,2273462.3235294116,772612.0,2268043.588235294
770706.0,-814.0379746835443,772736.0,30609.158415841583,772736.0,2275176.8217821782,772736.0,2546196.2772277226,772712.0,21567.852941176472,772712.0,2273499.529411765,772712.0,2268098.205882353
770784.0,-803.5569620253165,772836.0,30609.138613861385,772836.0,2275192.8217821782,772836.0,2546215.6831683167,772812.0,21585.29411764706,772812.0,2273538.0784313725,772812.0,2268160.088235294
770862.0,-748.2658227848101,772936.0,30614.52475247525,772936.0,2275192.1584158414,772936.0,2546207.792079208,772912.0,21608.603960396038,772912.0,2273561.7623762377,772912.0,2268251.9702970297
770940.0,-692.367088607595,773036.0,30648.70297029703,773036.0,2275207.4851485146,773036.0,2546220.663366337,773012.0,21627.745098039217,773012.0,2273593.9607843137,773012.0,2268322.1764705884
771018.0,-697.7848101265823,773136.0,30653.80198019802,773136.0,2275200.891089109,773136.0,2546268.8514851485,773112.0,21644.686274509804,773112.0,2273620.862745098,773112.0,2268374.843137255
771096.0,-756.9375,773236.0,30685.188118811882,773236.0,2275195.5445544557,773236.0,2546272.217821782,773212.0,21675.117647058825,773212.0,2273646.9411764704,773212.0,2268443.9411764704
771174.0,-828.2405063291139,773336.0,30697.811881188118,773336.0,2275211.7425742573,773336.0,2546268.4752475247,773312.0,21690.196078431374,773312.0,2273676.862745098,773312.0,2268513.4509803923
771252.0,-842.4430379746835,773436.0,30710.21568627451,773436.0,2275220.901960784,773436.0,2546298.1960784313,773412.0,21724.158415841583,773412.0,2273688.712871287,773412.0,2268573.5247524753
771330.0,-769.9113924050633,773536.0,30713.70297029703,773536.0,2275214.336633663,773536.0,2546316.623762376,773512.0,21743.79411764706,773512.0,2273729.029411765,773512.0,2268617.0392156863
771408.0,-680.1139240506329,773636.0,30760.287128712873,773636.0,2275232.3564356435,773636.0,2546337.5148514854,773612.0,21760.333333333332,773612.0,2273754.6666666665,773612.0,2268679.3333333335
771486.0,-572.5189873417721,773736.0,30769.831683168315,773736.0,2275235.168316832,773736.0,2546337.673267327,773712.0,21786.117647058825,773712.0,2273775.6470588236,773712.0,2268717.911764706
771564.0,-422.275,773836.0,30779.039603960395,773836.0,2275243.217821782,773836.0,2546365.7623762377,773812.0,21813.603960396038,773812.0,2273793.831683168,773812.0,2268792.5346534653
771642.0,-253.39240506329116,773936.0,30804.544554455446,773936.0,2275252.306930693,773936.0,2546380.118811881,773912.0,21840.352941176472,773912.0,2273817.705882353,773912.0,2268838.0
771720.0,-112.69620253164557,774036.0,30817.21782178218,774036.0,2275259.613861386,774036.0,2546390.0198019804,774012.0,21861.529411764706,774012.0,2273854.0784313725,774012.0,2268903.7843137253
771798.0,-125.30379746835443,774136.0,30848.30693069307,774136.0,2275274.4653465347,774136.0,2546414.1782178218,774112.0,21895.56862745098,774112.0,2273866.8235294116,774112.0,2268963.431372549
771876.0,-305.3164556962025,774236.0,30879.465346534653,774236.0,2275273.306930693,774236.0,2546420.0,774212.0,21915.0,774212.0,2273902.117647059,774212.0,2269042.411764706
771954.0,-509.3924050632911,774336.0,30904.534653465347,774336.0,2275289.7623762377,774336.0,2546443.168316832,774312.0,21932.21568627451,774312.0,2273936.5490196077,774312.0,2269099.6274509802
772032.0,-728.1772151898734,774436.0,30913.774509803923,774436.0,2275292.7352941176,774436.0,2546468.117647059,774412.0,21962.356435643564,774412.0,2273950.8514851485,774412.0,2269165.425742574
772110.0,-1018.7341772151899,774536.0,30923.91089108911,774536.0,2275297.198019802,774536.0,2546485.1386138615,774512.0,21980.37254901961,774512.0,2273993.2156862747,774512.0,2269236.4901960786
772188.0,-1233.875,774636.0,30924.069306930694,774636.0,2275296.0693069305,774636.0,2546481.673267327,774612.0,22017.62745098039,774612.0,2274014.7843137253,774612.0,2269285.5098039214
772266.0,-1105.4810126582279,774736.0,30917.940594059404,774736.0,2275285.6039603963,774736.0,2546472.495049505,774712.0,22044.20588235294,774712.0,2274036.3529411764,774712.0,2269329.6764705884
772344.0,-565.0253164556962,774836.0,30903.168316831685,774836.0,2275282.712871287,774836.0,2546447.1881188117,774812.0,22065.92156862745,774812.0,2274057.9215686275,774812.0,2269398.5196078434
772422.0,104.48101265822783,774936.0,30864.257425742573,774936.0,2275272.4554455443,774936.0,2546413.3960396037,774912.0,22092.147058823528,774912.0,2274099.9803921566,774912.0,2269471.8529411764
772500.0,535.5443037974684,775036.0,30830.78431372549,775036.0,2275248.098039216,775036.0,2546372.117647059,775012.0,22099.470588235294,775012.0,2274124.882352941,775012.0,2269539.911764706
772578.0,662.1139240506329,775136.0,30783.62376237624,775136.0,2275241.693069307,775136.0,2546332.415841584,775112.0,22135.686274509804,775112.0,2274141.274509804,775112.0,2269570.088235294
772656.0,815.1518987341772,775236.0,30743.10891089109,775236.0,2275230.3960396037,775236.0,2546298.7722772276,775212.0,22146.107843137255,775212.0,2274149.1078431373,775212.0,2269605.2843137253
772734.0,1130.0506329113923,775336.0,30692.79207920792,775336.0,2275212.891089109,775336.0,2546252.0594059406,775312.0,22183.178217821784,775312.0,2274137.079207921,775312.0,2269559.1782178218
772812.0,1187.9240506329113,775436.0,30654.62376237624,775436.0,2275190.910891089,775436.0,2546222.702970297,775412.0,22186.470588235294,775412.0,2274086.098039216,775412.0,2269439.705882353
772890.0,814.275,775536.0,30615.851485148516,775536.0,2275179.4653465347,775536.0,2546178.3465346536,775512.0,22198.352941176472,775512.0,2273995.470588235,775512.0,2269220.529411765
772968.0,464.8101265822785,775636.0,30573.676470588234,775636.0,2275168.7352941176,775636.0,2546141.794117647,775612.0,22179.29411764706,775612.0,2273862.2352941176,775612.0,2268923.156862745
773046.0,563.8481012658228,775736.0,30533.841584158417,775736.0,2275159.9801980196,775736.0,2546113.0693069305,775712.0,22143.41176470588,775712.0,2273699.882352941,775712.0,2268559.8235294116
773124.0,917.8354430379746,775836.0,30503.148514851484,775836.0,2275140.1782178218,775836.0,2546078.0198019804,775812.0,22047.823529411766,775812.0,2273546.7647058824,775812.0,2268190.2352941176
773202.0,911.1518987341772,775936.0,30481.90099009901,775936.0,2275129.168316832,775936.0,2546055.405940594,775912.0,21894.333333333332,775912.0,2273388.0588235296,775912.0,2267840.470588235
773280.0,375.4556962025316,776036.0,30448.73267326733,776036.0,2275120.2376237623,776036.0,2546027.0297029703,776012.0,21712.43137254902,776012.0,2273227.745098039,776012.0,2267506.5098039214
773358.0,-111.9873417721519,776136.0,30430.558823529413,776136.0,2275107.411764706,776136.0,2545999.382352941,776112.0,21511.72277227723,776112.0,2273085.336633663,776112.0,2267192.297029703
773436.0,-158.46835443037975,776236.0,30409.762376237624,776236.0,2275098.099009901,776236.0,2545995.900990099,776212.0,21323.225490196077,776212.0,2272956.901960784,776212.0,2266912.274509804
773514.0,-160.64556962025316,776336.0,30388.79207920792,776336.0,2275095.0693069305,776336.0,2546002.1386138615,776312.0,21156.735294117647,776312.0,2272845.617647059,776312.0,2266682.882352941
773592.0,-500.9493670886076,776436.0,30384.950495049507,776436.0,2275092.8514851485,776436.0,2545984.584158416,776412.0,21019.92156862745,776412.0,2272742.029411765,776412.0,2266479.0
773670.0,-953.7594936708861,776536.0,30372.673267326732,776536.0,2275090.0,776536.0,2545975.2376237623,776512.0,20903.352941176472,776512.0,2272656.931372549,776512.0,2266317.8725490198
773748.0,-1161.7848101265822,776636.0,30362.0,776636.0,2275087.4752475247,776636.0,2545976.9405940594,776612.0,20808.264705882353,776612.0,2272614.794117647,776612.0,2266180.7647058824
773826.0,-1184.9493670886077,776736.0,30367.392156862745,776736.0,2275081.0784313725,776736.0,2545964.6274509802,776712.0,20741.50980392157,776712.0,2272588.656862745,776712.0,2266087.931372549
773904.0,-1207.3164556962026,776836.0,30367.29702970297,776836.0,2275086.0297029703,776836.0,2545956.099009901,776812.0,20689.79207920792,776812.0,2272564.1485148515,776812.0,2266029.4554455443
773982.0,-1009.3417721518987,776936.0,30361.0,776936.0,2275089.4851485146,776936.0,2545958.1881188117,776912.0,20657.62745098039,776912.0,2272533.3921568627,776912.0,2265998.470588235
774060.0,-517.9375,777036.0,30365.554455445545,777036.0,2275084.2772277226,777036.0,2545968.920792079,777012.0,20635.823529411766,777012.0,2272526.882352941,777012.0,2265987.6078431373
774138.0,-321.8101265822785,777136.0,30371.0,777136.0,2275085.663366337,777136.0,2545981.3465346536,777112.0,20629.235294117647,777112.0,2272533.9411764704,777112.0,2266007.8235294116
774216.0,-1206.367088607595,777236.0,30376.663366336634,777236.0,2275096.198019802,777236.0,2545993.2277227724,777212.0,20632.49019607843,777212.0,2272541.156862745,777212.0,2266058.568627451
774294.0,-2509.6962025316457,777336.0,30391.166666666668,777336.0,2275106.9411764704,777336.0,2546005.0588235296,777312.0,20637.882352941175,777312.0,2272549.0,777312.0,2266121.31372549
774372.0,-472.37974683544303,777436.0,30407.90099009901,777436.0,2275108.118811881,777436.0,2546016.4653465347,777412.0,20655.29411764706,777412.0,2272569.705882353,777412.0,2266197.9411764704
774450.0,7565.911392405063,777536.0,30424.73267326733,777536.0,2275122.7722772276,777536.0,2546031.3168316833,777512.0,20681.529411764706,777512.0,2272607.431372549,777512.0,2266267.901960784
774528.0,17075.0,777636.0,30438.08910891089,777636.0,2275128.5445544557,777636.0,2546039.7524752477,777612.0,20705.841584158417,777612.0,2272641.118811881,777612.0,2266332.7227722774
774606.0,19372.54430379747,777736.0,30453.158415841583,777736.0,2275126.8613861385,777736.0,2546040.5247524753,777712.0,20730.333333333332,777712.0,2272676.3333333335,777712.0,2266428.745098039
774684.0,12258.54430379747,777836.0,30471.813725490196,777836.0,2275124.3529411764,777836.0,2546050.098039216,777812.0,20764.06862745098,777812.0,2272726.1470588236,777812.0,2266547.6470588236
774762.0,2726.8999999999996,777936.0,30475.69306930693,777936.0,2275131.306930693,777936.0,2546056.782178218,777912.0,20799.91176470588,777912.0,2272786.6764705884,777912.0,2266671.5588235296
774840.0,-2209.683544303797,778036.0,30478.68316831683,778036.0,2275131.3465346536,778036.0,2546078.326732673,778012.0,20835.245098039217,778012.0,2272839.205882353,778012.0,2266798.245098039
