timestamps_ecg,ecg,timestamps_ppg_1_green,ppg_1_green,timestamps_ppg_1_red,ppg_1_red,timestamps_ppg_1_ir,ppg_1_ir,timestamps_ppg_2_green,ppg_2_green,timestamps_ppg_2_red,ppg_2_red,timestamps_ppg_2_ir,ppg_2_ir
734884.0,54.41772151898734,737614.0,31574.970297029704,737614.0,2274650.613861386,737614.0,2544690.673267327,737601.0,27811.49019607843,737601.0,2533668.637254902,737601.0,2538562.862745098
734962.0,175.25316455696202,737714.0,31583.227722772277,737714.0,2274651.425742574,737714.0,2544694.574257426,737701.0,27809.20588235294,737701.0,2533637.1764705884,737701.0,2538503.088235294
735040.0,347.0506329113924,737814.0,31593.079207920793,737814.0,2274661.2277227724,737814.0,2544698.9306930695,737801.0,27814.47524752475,737801.0,2533617.702970297,737801.0,2538441.376237624
735118.0,552.873417721519,737914.0,31600.80198019802,737914.0,2274665.4653465347,737914.0,2544704.4356435644,737901.0,27815.235294117647,737901.0,2533595.6470588236,737901.0,2538398.705882353
735196.0,627.3037974683544,738014.0,31611.029411764706,738014.0,2274676.970588235,738014.0,2544725.529411765,738001.0,27814.254901960783,738001.0,2533586.274509804,738001.0,2538392.9803921566
735274.0,428.2025316455696,738114.0,31614.79207920792,738114.0,2274695.871287129,738114.0,2544728.5445544557,738101.0,27816.176470588234,738101.0,2533597.3333333335,738101.0,2538401.254901961
735352.0,10.784810126582272,738214.0,31623.50495049505,738214.0,2274692.900990099,738214.0,2544750.920792079,738201.0,27821.941176470587,738201.0,2533603.411764706,738201.0,2538391.294117647
735430.0,-512.5443037974684,738314.0,31636.425742574258,738314.0,2274678.405940594,738314.0,2544770.0,738301.0,27821.920792079207,738301.0,2533597.7623762377,738301.0,2538428.9702970297
735508.0,-1009.2784810126582,738414.0,31657.079207920793,738414.0,2274691.376237624,738414.0,2544770.0,738401.0,27822.352941176472,738401.0,2533607.1764705884,738401.0,2538464.2352941176
735586.0,-1410.5189873417721,738514.0,31671.257425742573,738514.0,2274695.9702970297,738514.0,2544783.5445544557,738501.0,27829.56862745098,738501.0,2533627.4509803923,738501.0,2538496.9607843137
735664.0,-1707.73417721519,738614.0,31687.41584158416,738614.0,2274686.782178218,738614.0,2544803.9801980196,738601.0,27834.274509803923,738601.0,2533650.931372549,738601.0,2538547.598039216
735742.0,-1888.175,738714.0,31700.08910891089,738714.0,2274690.4455445544,738714.0,2544820.712871287,738701.0,27837.470588235294,738701.0,2533669.2647058824,738701.0,2538562.8235294116
735820.0,-1999.6708860759493,738814.0,31713.831683168315,738814.0,2274706.2277227724,738814.0,2544835.4851485146,738801.0,27848.56862745098,738801.0,2533694.137254902,738801.0,2538592.4901960786
735898.0,-2084.0759493670885,738914.0,31735.392156862745,738914.0,2274714.4411764704,738914.0,2544845.637254902,738901.0,27845.653465346535,738901.0,2533713.425742574,738901.0,2538645.9603960398
735976.0,-2123.1518987341774,739014.0,31750.554455445545,739014.0,2274716.5346534653,739014.0,2544855.5643564356,739001.0,27854.92156862745,739001.0,2533729.3725490198,739001.0,2538689.6078431373
736054.0,-2089.3544303797466,739114.0,31762.930693069306,739114.0,2274722.4752475247,739114.0,2544869.425742574,739101.0,27867.549019607843,739101.0,2533755.568627451,739101.0,2538745.529411765
736132.0,-1975.1898734177216,739214.0,31777.27722772277,739214.0,2274731.792079208,739214.0,2544887.1881188117,739201.0,27873.29411764706,739201.0,2533772.117647059,739201.0,2538808.1764705884
736210.0,-1858.607594936709,739314.0,31796.40594059406,739314.0,2274728.0693069305,739314.0,2544897.0495049506,739301.0,27888.70588235294,739301.0,2533793.3725490198,739301.0,2538859.470588235
736288.0,-1789.5189873417721,739414.0,31813.653465346535,739414.0,2274736.4752475247,739414.0,2544908.099009901,739401.0,27898.0099009901,739401.0,2533819.920792079,739401.0,2538914.6831683167
736366.0,-1734.9113924050632,739514.0,31825.37623762376,739514.0,2274754.99009901,739514.0,2544932.4752475247,739501.0,27896.519607843136,739501.0,2533842.8921568627,739501.0,2538981.588235294
736444.0,-1673.8101265822784,739614.0,31842.80198019802,739614.0,2274751.673267327,739614.0,2544948.118811881,739601.0,27904.29411764706,739601.0,2533873.2843137253,739601.0,2539043.4215686275
