,ecg_time,ecg_sig
2920,14.6,-490.73874103490107
2921,14.605,-482.5276326074977
2922,14.61,-469.00301426712014
2923,14.615,-442.1799615052529
2924,14.620000000000001,-386.0434010968778
2925,14.625,-281.84639399799323
2926,14.63,-116.77801505398197
2927,14.635,108.24912990063719
2928,14.64,375.3698975077862
2929,14.645,652.8671794558296
2930,14.65,904.5941982938434
2931,14.655000000000001,1102.6489633210235
2932,14.66,1236.128740293053
2933,14.665000000000001,1308.9572695140007
2934,14.67,1327.566566766555
2935,14.675,1288.6285797325518
2936,14.68,1178.2062112112126
2937,14.685,984.56150702704
2938,14.69,715.3058094860817
2939,14.695,405.0669383747095
2940,14.700000000000001,105.72878940217885
2941,14.705,-136.51235469568778
2942,14.71,-303.1042486191573
2943,14.715,-409.753166939924
2944,14.72,-493.2163794332439
2945,14.725,-586.4854701528436
2946,14.73,-698.0013742023425
2947,14.735,-808.9184891282505
2948,14.74,-891.3242602793276
2949,14.745000000000001,-933.6302053724269
2950,14.75,-949.6981087920527
2951,14.755,-959.732125671183
2952,14.76,-959.0227480485011
2953,14.765,-908.6869427989142
2954,14.77,-769.6064764617753
2955,14.775,-564.9394212980858
2956,14.780000000000001,-422.9689024539923
2957,14.785,-541.0611431235423
2958,14.790000000000001,-1040.3720843639119
2959,14.795,-1760.9418668761487
2960,14.8,-2144.9650160521533
2961,14.805,-1377.0983980490805
2962,14.81,1184.9926093747968
2963,14.815,5494.7707283119535
2964,14.82,10570.936044648915
2965,14.825000000000001,14774.55142290804
2966,14.83,16537.929533547867
2967,14.835,15152.070992970057
2968,14.84,11142.325692691422
2969,14.845,5999.165727334119
2970,14.85,1425.6261848544596
2971,14.855,-1452.1692074345694
2972,14.86,-2474.328878725768
2973,14.865,-2278.330601671362
2974,14.870000000000001,-1760.4993758540086
2975,14.875,-1543.397850995906
2976,14.88,-1752.315698434756
2977,14.885,-2151.3491453745182
2978,14.89,-2448.82872498921
2979,14.895,-2519.459791462312
2980,14.9,-2422.5935147052505
2981,14.905000000000001,-2282.4503185263147
2982,14.91,-2175.1211892824067
2983,14.915000000000001,-2104.028037507826
2984,14.92,-2040.117608570444
2985,14.925,-1962.279245167576
2986,14.93,-1866.6306357035214
2987,14.935,-1756.931473972115
2988,14.94,-1637.1874268712868
2989,14.945,-1511.7323605232014
2990,14.950000000000001,-1386.8454583166986
2991,14.955,-1269.7147637351645
2992,14.96,-1165.7205668400616
2993,14.965,-1076.6089434120986
2994,14.97,-1000.9810411669757
2995,14.975,-936.5675093080464
2996,14.98,-882.0388596190412
2997,14.985,-836.4072523641911
2998,14.99,-796.7207076930191
2999,14.995000000000001,-756.7498782775065
3000,15.0,-708.2954147654145
3001,15.005,-644.2259887011616
3002,15.01,-561.173254910963
3003,15.015,-460.22521813665753
3004,15.02,-345.14661695495465
3005,15.025,-219.49719716185655
3006,15.030000000000001,-85.25381064665777
3007,15.035,56.07863614055415
3008,15.040000000000001,202.09472254855322
3009,15.045,350.1727998146248
3010,15.05,498.85338189332333
3011,15.055,646.850922959058
3012,15.06,790.1943461310271
3013,15.065,921.6989084293557
3014,15.07,1034.9704172224738
3015,15.075000000000001,1129.6679790971998
3016,15.08,1212.4125492097826
3017,15.085,1290.7167942062413
3018,15.09,1362.7805285790043
3019,15.095,1410.4062972190425
3020,15.1,1402.29016899612
3021,15.105,1308.3635187031725
3022,15.11,1116.5034601958275
3023,15.115,839.924031305954
3024,15.120000000000001,510.80988648351774
3025,15.125,166.0283274274576
3026,15.13,-165.28176964237565
3027,15.135,-465.9718184938963
3028,15.14,-727.209173355139
3029,15.145,-942.6588415848935
3030,15.15,-1107.355148333857
3031,15.155000000000001,-1222.08954277378
3032,15.16,-1296.3725450759061
3033,15.165000000000001,-1343.8558076158893
3034,15.17,-1373.7608331346476
3035,15.175,-1387.4110528781794
3036,15.18,-1382.742468340371
3037,15.185,-1360.697998527416
3038,15.19,-1326.9997759015787
3039,15.195,-1288.9538244682822
3040,15.200000000000001,-1251.06781947729
3041,15.205,-1212.961137924598
3042,15.21,-1170.955767742142
3043,15.215,-1122.1704320280155
3044,15.22,-1067.790861117138
3045,15.225,-1012.7575213278415
3046,15.23,-962.5091266534354
3047,15.235,-919.944454243559
3048,15.24,-884.836857736569
3049,15.245000000000001,-855.3986922555323
3050,15.25,-830.3086345694269
3051,15.255,-809.5728075660523
3052,15.26,-793.5773258782551
3053,15.265,-781.5877641048423
3054,15.27,-772.0994512133948
3055,15.275,-765.3187043643057
3056,15.280000000000001,-764.4440179310614
3057,15.285,-772.8693112519732
3058,15.290000000000001,-789.5215225673427
3059,15.295,-807.4491846208957
3060,15.3,-817.3993501839805
3061,15.305,-813.208688274596
3062,15.31,-795.0381275834761
3063,15.315,-768.8314294082954
3064,15.32,-742.4862205338865
3065,15.325000000000001,-720.8330569894346
3066,15.33,-702.9357716037814
3067,15.335,-684.2521370049825
3068,15.34,-661.967989954103
3069,15.345,-638.3883989589474
3070,15.35,-618.9854612819665
3071,15.355,-606.9904158124956
3072,15.36,-599.7216935612896
3073,15.365,-590.2800910562778
3074,15.370000000000001,-573.6004715692854
3075,15.375,-551.8228574246265
3076,15.38,-533.7929786844627
3077,15.385,-528.1600713548169
3078,15.39,-535.6156770482993
3079,15.395,-547.3561737521484
3080,15.4,-551.5703279692862
3081,15.405000000000001,-542.4268915484166
3082,15.41,-523.6655126887798
3083,15.415000000000001,-503.30193649266977
3084,15.42,-482.8949484372076
3085,15.425,-449.14264263212124
3086,15.43,-374.9085582842119
3087,15.435,-231.3546003669732
3088,15.44,-5.320340006188644
3089,15.445,288.54973561655186
3090,15.450000000000001,609.1174582634508
3091,15.455,903.6957742522303
3092,15.46,1128.8074801854477
3093,15.465,1265.6091670380727
3094,15.47,1321.4350852775813
3095,15.475,1316.6003289842747
3096,15.48,1265.2826897206069
3097,15.485000000000001,1164.4754765961502
3098,15.49,999.8198012154013
3099,15.495000000000001,763.9715662315277
3100,15.5,472.8382478199075
3101,15.505,166.5106343717048
3102,15.51,-106.72875803131966
3103,15.515,-313.0385514372599
3104,15.52,-447.935517867548
3105,15.525,-534.2944685548648
3106,15.530000000000001,-604.8064347794582
3107,15.535,-680.2591878376312
3108,15.540000000000001,-758.2880703804424
3109,15.545,-820.6037638025823
3110,15.55,-853.0069195078911
3111,15.555,-860.7477399654753
3112,15.56,-862.7549171884925
3113,15.565,-865.8704362153742
3114,15.57,-842.9612157756811
3115,15.575000000000001,-744.3565705839478
3116,15.58,-549.2862941192145
3117,15.585,-326.9968003566884
3118,15.59,-251.5436885312502
3119,15.595,-518.2209537398645
3120,15.6,-1157.083988423822
3121,15.605,-1832.9164545078113
3122,15.610000000000001,-1810.1815594608936
3123,15.615,-234.550860769867
3124,15.620000000000001,3322.148587291019
3125,15.625,8371.112429184415
3126,15.63,13465.017211115948
3127,15.635,16758.60925089263
3128,15.64,16911.47058379941
3129,15.645,13805.743330366311
3130,15.65,8634.50187804
3131,15.655000000000001,3293.357557940035
3132,15.66,-567.9869593787539
3133,15.665000000000001,-2277.6908385076513
3134,15.67,-2258.4508785706507
3135,15.675,-1539.0583301169017
3136,15.68,-1044.658290217477
3137,15.685,-1133.8268798553731
3138,15.69,-1610.6616161346103
3139,15.695,-2076.9282821631696
3140,15.700000000000001,-2285.1480226243143
3141,15.705,-2245.5130509979776
3142,15.71,-2102.183010961083
3143,15.715,-1968.8754182026105
3144,15.72,-1870.7520486473945
3145,15.725,-1786.1120989564695
3146,15.73,-1698.7250834861563
3147,15.735000000000001,-1608.9866489993494
3148,15.74,-1519.3793085605766
3149,15.745000000000001,-1425.7865665506552
3150,15.75,-1321.7854689613516
3151,15.755,-1205.726256888998
3152,15.76,-1083.4214763116513
3153,15.765,-966.2062747282205
3154,15.77,-865.981234904171
3155,15.775,-789.641597324153
3156,15.780000000000001,-736.283241361307
3157,15.785,-698.5155126402456
3158,15.790000000000001,-665.775849274727
3159,15.795,-627.5186510616204
3160,15.8,-576.3590793830757
3161,15.805,-510.9178763730991
3162,15.81,-436.09391290593874
3163,15.815,-359.4190423149473
3164,15.82,-285.6161075945803
3165,15.825000000000001,-212.91664243119703
3166,15.83,-133.0752421370434
3167,15.835,-35.04968961063119
3168,15.84,89.07358228080892
3169,15.845,238.83314224671682
3170,15.85,404.078341837716
3171,15.855,568.5673517615936
3172,15.860000000000001,716.5164565531232
3173,15.865,839.1464237818019
3174,15.870000000000001,938.6318686535051
3175,15.875,1027.2112870299131
3176,15.88,1120.7337520419717
3177,15.885,1229.278449593445
3178,15.89,1349.75847778677
3179,15.895,1464.0584394339105
3180,15.9,1543.1787213731704
3181,15.905000000000001,1555.965457847447
3182,15.91,1479.7671832009635
3183,15.915000000000001,1308.692748223192
3184,15.92,1055.2739441524805
3185,15.925,745.182004146242
3186,15.93,409.0098587942932
3187,15.935,75.37496561828027
3188,15.94,-233.51613326632946
3189,15.945,-504.4749817387782
3190,15.950000000000001,-733.7740722172944
3191,15.955,-924.4822289617316
3192,15.96,-1081.4308990380043
3193,15.965,-1206.5256395665074
3194,15.97,-1297.0171859670268
3195,15.975,-1347.4918940718715
3196,15.98,-1354.3409174061587
3197,15.985000000000001,-1320.1921405994303
3198,15.99,-1255.6774818573663
3199,15.995000000000001,-1177.292030546022
3200,16.0,-1102.26087458651
3201,16.005,-1042.7309111329723
3202,16.01,-1001.7215467238393
3203,16.015,-972.7621363194444
3204,16.02,-944.0361544559262
3205,16.025,-905.5186611704339
3206,16.03,-855.1065820802298
3207,16.035,-799.8126045196324
3208,16.04,-751.3989322820573
3209,16.045,-719.4770573502751
3210,16.05,-706.2076381101638
3211,16.055,-705.4518924049895
3212,16.06,-706.9032025228253
3213,16.065,-702.807562623331
3214,16.07,-692.6151902400112
3215,16.075,-682.0134863622484
3216,16.080000000000002,-677.4509393388058
3217,16.085,-681.0868278504114
3218,16.09,-690.1151753677674
3219,16.095,-700.0453648949963
3220,16.1,-708.3859853664045
3221,16.105,-715.6011131971935
3222,16.11,-722.947017656084
3223,16.115000000000002,-729.5481624751997
3224,16.12,-731.9460299922154
3225,16.125,-727.1661304296616
3226,16.13,-716.3765488784031
3227,16.135,-704.7241869885517
3228,16.14,-696.5099958609553
3229,16.145,-690.0252968992457
3230,16.15,-677.3580142064621
3231,16.155,-650.3032401834197
3232,16.16,-608.27746620455
3233,16.165,-561.9504869781603
3234,16.17,-528.6277459029201
3235,16.175,-521.307608871799
3236,16.18,-539.0987022790874
3237,16.185,-566.8895709245129
3238,16.19,-585.1516421092326
3239,16.195,-582.4548883903667
3240,16.2,-561.6243069206165
3241,16.205000000000002,-536.2123241631285
3242,16.21,-520.8445697358541
3243,16.215,-522.0920196866309
3244,16.22,-535.490328121936
3245,16.225,-549.8801992736098
3246,16.23,-554.2181658806653
3247,16.235,-539.9301859520502
3248,16.240000000000002,-497.38222837933466
3249,16.245,-412.39293108745966
3250,16.25,-269.124565553544
3251,16.255,-59.36691502543787
3252,16.26,207.53769902757568
3253,16.265,501.1885962302213
3254,16.27,777.625104753115
3255,16.275,996.4266106794714
3256,16.28,1138.0226439045462
3257,16.285,1208.50540532431
3258,16.29,1226.853092239089
3259,16.295,1203.874427249366
3260,16.3,1130.3011649523864
3261,16.305,984.87414036821
3262,16.31,757.1234286182776
3263,16.315,467.02818664215863
3264,16.32,164.71396874306757
3265,16.325,-92.36469044616119
3266,16.330000000000002,-269.9818158114487
3267,16.335,-374.1229570738038
3268,16.34,-442.96240882547016
3269,16.345,-520.0635624109439
3270,16.35,-626.5397808154007
3271,16.355,-749.4905219687478
3272,16.36,-854.344012588123
3273,16.365000000000002,-913.4178986925359
3274,16.37,-928.57747512406
3275,16.375,-926.1229217397322
3276,16.38,-924.6811592671552
3277,16.385,-905.347912348227
3278,16.39,-818.476092549021
3279,16.395,-635.1973242490504
3280,16.4,-413.9684540155075
3281,16.405,-325.50576032399016
3282,16.41,-578.3814261804014
3283,16.415,-1233.6539551540088
3284,16.42,-1997.259009534144
3285,16.425,-2171.488616615358
3286,16.43,-914.7286989711258
3287,16.435,2244.0929011531443
3288,16.44,6934.33006560606
3289,16.445,11876.745931446072
3290,16.45,15362.851227586896
3291,16.455000000000002,16061.132649750043
3292,16.46,13692.955849878028
3293,16.465,9177.41372726782
3294,16.47,4157.770242786309
3295,16.475,190.04143605610147
3296,16.48,-1937.815486780331
3297,16.485,-2396.6101141238078
3298,16.490000000000002,-1981.095612521872
3299,16.495,-1530.0273764041344
3300,16.5,-1483.53599094933
3301,16.505,-1802.4662045256491
3302,16.51,-2195.8518138447666
3303,16.515,-2416.663107231881
3304,16.52,-2410.5051595038312
3305,16.525,-2273.572827522604
3306,16.53,-2126.378067530144
3307,16.535,-2027.806497651687
3308,16.54,-1970.6889182661848
3309,16.545,-1921.3711173004124
3310,16.55,-1853.4578872471016
3311,16.555,-1758.1431047378849
3312,16.56,-1640.3163450293082
3313,16.565,-1512.0921953802922
3314,16.57,-1387.1878823904462
3315,16.575,-1275.6658726090002
3316,16.580000000000002,-1180.0009283383988
3317,16.585,-1094.8382543429916
3318,16.59,-1011.4043554463651
3319,16.595,-924.207684423144
3320,16.6,-835.3238723418734
3321,16.605,-752.9585969309805
3322,16.61,-685.4585900598119
3323,16.615000000000002,-635.3058751807087
3324,16.62,-596.9875848945052
3325,16.625,-559.4177040571064
3326,16.63,-510.83272239255086
3327,16.635,-443.19490942443304
3328,16.64,-354.0727652401923
3329,16.645,-245.93787913788768
3330,16.65,-124.13871546623665
3331,16.655,5.504623108796835
3332,16.66,139.06702297644443
3333,16.665,275.6991309161752
3334,16.67,416.1445257299711
3335,16.675,559.2993943403189
3336,16.68,700.1176193951802
3337,16.685,831.2947100825746
3338,16.69,947.5345948760904
3339,16.695,1049.1295423580111
3340,16.7,1142.303983808382
3341,16.705000000000002,1235.0079525491803
3342,16.71,1328.4230593674476
3343,16.715,1408.2357048981305
3344,16.72,1443.4195236176095
3345,16.725,1397.6945166116548
3346,16.73,1249.2261261822441
3347,16.735,1005.8276729802578
3348,16.740000000000002,704.369123459658
3349,16.745,393.47907523454546
3350,16.75,109.94616217068278
3351,16.755,-136.14389087028343
3352,16.76,-357.9318834630925
3353,16.765,-573.3077432003364
3354,16.77,-785.8938418795832
3355,16.775,-979.4441892794005
3356,16.78,-1128.107751555193
3357,16.785,-1213.545004438275
3358,16.79,-1236.9995566466625
3359,16.795,-1219.14059908296
3360,16.8,-1188.3110390369104
3361,16.805,-1165.1371171477783
3362,16.81,-1153.7724768481803
3363,16.815,-1144.5817555621118
3364,16.82,-1124.3440141714816
3365,16.825,-1086.0727832788427
3366,16.830000000000002,-1033.057793770699
3367,16.835,-976.0682973056054
3368,16.84,-925.934732946806
3369,16.845,-886.4398331401815
3370,16.85,-853.0592187219228
3371,16.855,-818.742680887867
3372,16.86,-781.3116547830701
3373,16.865000000000002,-745.4992972551877
3374,16.87,-718.2914872595662
3375,16.875,-702.5439240638055
3376,16.88,-694.4717515762511
3377,16.885,-686.5575562689172
3378,16.89,-673.4113828548279
3379,16.895,-656.3207385927152
3380,16.9,-642.8035893084244
3381,16.905,-640.8352345021283
3382,16.91,-652.0741466113517
3383,16.915,-669.8784307045806
3384,16.92,-683.8483847174307
3385,16.925,-686.8915548904314
3386,16.93,-679.0276685676829
3387,16.935,-665.3916358671237
3388,16.94,-650.7686279210926
3389,16.945,-635.6667495352019
3390,16.95,-617.3798310634152
3391,16.955000000000002,-594.696535312177
3392,16.96,-571.2322567110928
3393,16.965,-553.8715711741819
3394,16.97,-547.9494344749293
3395,16.975,-553.6294774817954
3396,16.98,-565.8529890963624
3397,16.985,-576.917189161842
3398,16.990000000000002,-579.9548908858417
3399,16.995,-572.1422992266034
3400,17.0,-556.0849881198716
3401,17.005,-537.9328012389933
3402,17.01,-523.2577018923106
3403,17.015,-514.1377204496166
3404,17.02,-509.5507825836707
3405,17.025,-507.4402054961387
3406,17.03,-505.40255839116435
3407,17.035,-499.0651726081235
3408,17.04,-479.64799196473666
3409,17.045,-432.79261361976444
3410,17.05,-340.42857260919055
3411,17.055,-186.76463591396387
3412,17.06,32.7380516297296
3413,17.065,303.968829686436
3414,17.07,594.2659994071573
3415,17.075,862.6016465196818
3416,17.080000000000002,1075.6748025646887
3417,17.085,1220.1284275085488
3418,17.09,1301.7552444391142
3419,17.095,1331.234639427213
3420,17.1,1307.4742616371952
3421,17.105,1213.5862409799154
3422,17.11,1030.9939828525012
3423,17.115000000000002,761.2350396177827
3424,17.12,437.42533341764835
3425,17.125,115.0670778141376
3426,17.13,-152.71541665423453
3427,17.135,-340.12117933313726
3428,17.14,-458.8855110220308
3429,17.145,-547.6469721191079
3430,17.150000000000002,-646.4130402241262
3431,17.155,-771.5895084248721
3432,17.16,-907.8130715345794
3433,17.165,-1022.4078116466526
3434,17.17,-1091.857238609351
3435,17.175,-1118.5989557461771
3436,17.18,-1121.9024580767152
3437,17.185,-1109.2188198272602
3438,17.19,-1057.0837113016707
3439,17.195,-929.6912931365256
3440,17.2,-733.5852746105218
3441,17.205000000000002,-569.5467643313839
3442,17.21,-623.6143725735944
3443,17.215,-1054.3548956945951
3444,17.22,-1794.7178400941968
3445,17.225,-2384.919447869417
3446,17.23,-2017.4264618693771
3447,17.235,99.98854800513084
3448,17.240000000000002,4187.380275773139
3449,17.245,9491.944198480342
3450,17.25,14392.592222078356
3451,17.255,17069.96442137683
3452,17.26,16411.387301969626
3453,17.265,12617.136697648264
3454,17.27,7122.990858864381
3455,17.275000000000002,1869.8986530774603
3456,17.28,-1644.433521518007
3457,17.285,-2981.118259422611
3458,17.29,-2732.536014888583
3459,17.295,-1958.647898656515
3460,17.3,-1504.1764235620992
3461,17.305,-1623.974200857729
3462,17.31,-2071.7001587005097
3463,17.315,-2467.31650400416
3464,17.32,-2610.8326011205763
3465,17.325,-2542.2413119334906
3466,17.330000000000002,-2402.155201935515
3467,17.335,-2282.5280849699366
3468,17.34,-2189.0790566680457
3469,17.345,-2092.2213113761254
3470,17.35,-1979.547267602758
3471,17.355,-1864.3826874241183
3472,17.36,-1765.9242709161072
3473,17.365000000000002,-1691.8219569880862
3474,17.37,-1634.8388083543089
3475,17.375,-1579.0764436037418
3476,17.38,-1509.2855978134894
3477,17.385,-1418.5592684777398
3478,17.39,-1310.450801354815
3479,17.395,-1194.8976914144932
3480,17.400000000000002,-1082.2120656565342
3481,17.405,-979.87513699331
3482,17.41,-892.45705086628
3483,17.415,-821.5997405813341
3484,17.42,-764.248534221608
3485,17.425,-710.7862975002399
3486,17.43,-646.4392092732322
3487,17.435,-557.6142832167305
3488,17.44,-440.4538348196587
3489,17.445,-305.0705274937715
3490,17.45,-170.33741419639327
3491,17.455000000000002,-51.53671786568826
3492,17.46,50.02477404841054
3493,17.465,147.4481387799892
3494,17.47,258.52666552466604
3495,17.475,392.79174072754705
3496,17.48,544.1676417818935
3497,17.485,694.7008492501335
3498,17.490000000000002,827.3219368287312
3499,17.495,937.9761762562869
3500,17.5,1036.766058456565
3501,17.505,1136.4833986345552
3502,17.51,1237.6302626195898
3503,17.515,1321.6786656077725
3504,17.52,1357.4239306331556
3505,17.525000000000002,1316.025606000313
3506,17.53,1185.4960592879086
3507,17.535,976.4974700403905
3508,17.54,716.7889997903616
3509,17.545,438.6584097254635
3510,17.55,167.60565631619
3511,17.555,-81.95025009878817
3512,17.56,-304.5899387679029
3513,17.565,-499.9189422503701
3514,17.57,-669.686601017751
3515,17.575,-815.8540866285027
3516,17.580000000000002,-938.8074434639226
3517,17.585,-1036.231215692806
3518,17.59,-1103.7399423996494
3519,17.595,-1137.4250161765458
3520,17.6,-1137.1021363327714
3521,17.605,-1108.2696850715715
3522,17.61,-1061.2692007112582
3523,17.615000000000002,-1007.9967861591005
3524,17.62,-958.337195977726
3525,17.625,-918.2310027703774
3526,17.63,-889.1837294850849
3527,17.635,-867.9199088244552
3528,17.64,-846.3105594964165
3529,17.645,-813.3958362765853
3530,17.650000000000002,-760.3451964074047
3531,17.655,-686.2001497722023
3532,17.66,-600.5549047605618
3533,17.665,-520.6753540481707
3534,17.67,-463.81128896627285
3535,17.675,-438.6889634246106
3536,17.68,-441.5418269380576
3537,17.685,-459.70392523713093
3538,17.69,-480.17076887094396
3539,17.695,-496.28455416635137
3540,17.7,-507.6708670089952
3541,17.705000000000002,-515.1613098813823
3542,17.71,-516.6971314194342
3543,17.715,-508.22913270336056
3544,17.72,-488.45882058723384
3545,17.725,-462.75034016523784
3546,17.73,-441.7528543680687
3547,17.735,-434.2575137715157
3548,17.740000000000002,-439.4585065906061
3549,17.745,-445.8133807445211
3550,17.75,-438.6160987753464
3551,17.755,-410.62137728549675
3552,17.76,-367.63707139088115
3553,17.765,-325.50067440933526
3554,17.77,-300.7785575093363
3555,17.775000000000002,-300.73439928898125
3556,17.78,-318.66236455928123
3557,17.785,-338.28218381166437
3558,17.79,-344.8458750869086
3559,17.795,-334.78153501080226
3560,17.8,-316.56771618249803
3561,17.805,-303.1453975005749
3562,17.81,-302.76166259525894
3563,17.815,-314.78711374151925
3564,17.82,-331.88874040518476
3565,17.825,-345.21152973937717
3566,17.830000000000002,-347.587301067674
3567,17.835,-331.9438757944491
3568,17.84,-287.0734814247318
3569,17.845,-196.4301033139057
3570,17.85,-43.599765157555424
3571,17.855,177.52949568049306
3572,17.86,453.7464092383435
3573,17.865000000000002,750.8659743828118
3574,17.87,1023.4933289483138
3575,17.875,1234.2923819488099
3576,17.88,1371.5108461467225
3577,17.885,1449.569056472305
3578,17.89,1488.4800884059143
3579,17.895,1487.5311375141366
3580,17.900000000000002,1416.9726514448953
3581,17.905,1237.8810418963933
3582,17.91,936.9638710580687
3583,17.915,550.2941254973923
3584,17.92,156.7411197209101
3585,17.925,-157.87850753273165
3586,17.93,-344.770615996112
3587,17.935,-416.3372684170185
3588,17.94,-434.59253075263183
3589,17.945,-470.8934342259247
3590,17.95,-562.4418164797079
3591,17.955000000000002,-693.2106976752021
3592,17.96,-812.002809118113
3593,17.965,-875.3119385626186
3594,17.97,-881.7384319651239
3595,17.975,-867.2550279020381
3596,17.98,-863.0083428228879
3597,17.985,-854.6901460063797
3598,17.990000000000002,-787.381565722162
3599,17.995,-624.5488231407862
3600,18.0,-423.296674262477
3601,18.005,-359.756424507054
3602,18.01,-643.7483276899127
3603,18.015,-1317.914252197472
3604,18.02,-2044.7812408002037
3605,18.025000000000002,-2075.965731995825
3606,18.03,-549.919013125592
3607,18.035,2958.1967698793496
3608,18.04,7962.17390816209
3609,18.045,13042.151731936858
3610,18.05,16401.00404371159
3611,18.055,16735.109343059827
3612,18.06,13910.61194965589
3613,18.065,9031.720333436264
3614,18.07,3862.8022658086265
3615,18.075,-41.109242399011805
3616,18.080000000000002,-1991.7401784270942
3617,18.085,-2281.231321253951
3618,18.09,-1775.9603514381947
3619,18.095,-1314.5470944102944
3620,18.1,-1294.6753414061002
3621,18.105,-1640.0212925459268
3622,18.11,-2053.625332919197
3623,18.115000000000002,-2303.0500385938885
3624,18.12,-2340.7712098475404
3625,18.125,-2246.961917227201
3626,18.13,-2114.464956657449
3627,18.135,-1986.9998442851943
3628,18.14,-1868.4208856295622
3629,18.145,-1754.9331640778555
3630,18.150000000000002,-1648.9715120667915
3631,18.155,-1553.2940580126615
3632,18.16,-1464.1486479058394
3633,18.165,-1373.8404139647653
3634,18.17,-1278.2432106214378
3635,18.175,-1180.7694376330423
3636,18.18,-1089.6089398313427
3637,18.185,-1011.230961855719
3638,18.19,-945.476386745631
3639,18.195,-885.9043136949588
3640,18.2,-825.2398789219415
3641,18.205000000000002,-762.051148365318
3642,18.21,-703.2138428110923
3643,18.215,-658.8594478622193
3644,18.22,-632.1843791816236
3645,18.225,-611.9829724085125
3646,18.23,-575.3493860785188
3647,18.235,-500.31943704466585
3648,18.240000000000002,-379.705313643983
3649,18.245,-226.10904128158094
3650,18.25,-64.88195804831797
3651,18.255,79.96256346742399
3652,18.26,198.16344612388434
3653,18.265,296.8712068759244
3654,18.27,393.7038466411363
3655,18.275000000000002,503.99520522625096
3656,18.28,631.1441449226724
3657,18.285,766.489339013774
3658,18.29,897.3970970383454
3659,18.295,1016.1776312057528
3660,18.3,1122.8941322308808
3661,18.305,1220.3264847375883
3662,18.31,1304.941862292162
3663,18.315,1360.7897652446836
3664,18.32,1361.77803370322
3665,18.325,1281.9035521009935
3666,18.330000000000002,1107.2459148088867
3667,18.335,842.9716774016902
3668,18.34,512.7088188665404
3669,18.345,151.738326270112
3670,18.35,-202.88917065652782
3671,18.355,-521.7501902617976
3672,18.36,-788.5046734608003
3673,18.365000000000002,-999.8301815841635
3674,18.37,-1161.3704385002034
3675,18.375,-1282.6118739947315
3676,18.38,-1372.4093724904556
3677,18.385,-1435.889550079379
3678,18.39,-1473.878626868496
3679,18.395,-1485.3910183866064
3680,18.400000000000002,-1471.2980048666589
3681,18.405,-1436.3106071970747
3682,18.41,-1388.3682148578282
3683,18.415,-1336.403712500628
3684,18.42,-1287.4612644432711
3685,18.425,-1244.386379681326
3686,18.43,-1206.0824160136813
3687,18.435,-1170.6139490597411
3688,18.44,-1137.999036669615
3689,18.445,-1109.7141260448286
3690,18.45,-1086.171192521351
3691,18.455000000000002,-1065.4561491373113
3692,18.46,-1044.1441429530116
3693,18.465,-1018.9144139719834
3694,18.47,-988.3855357482591
3695,18.475,-954.6704390984888
3696,18.48,-922.6423317472871
3697,18.485,-895.9840585168575
3698,18.490000000000002,-873.5212635029018
3699,18.495,-850.676324840845
3700,18.5,-825.3472294405467
3701,18.505,-801.8079225780763
3702,18.51,-788.3174628362472
3703,18.515,-790.9603762922445
3704,18.52,-809.0416719539262
3705,18.525000000000002,-834.6926989699224
3706,18.53,-856.2772628436844
3707,18.535,-863.8980487281684
3708,18.54,-854.3628507160964
3709,18.545,-832.5712909134118
3710,18.55,-808.0650003375645
3711,18.555,-788.8629645048303
3712,18.56,-776.9465358201951
3713,18.565,-768.7923664343083
3714,18.57,-760.3611605581075
3715,18.575,-751.7959135691716
3716,18.580000000000002,-747.0018748968405
3717,18.585,-748.4110402143258
3718,18.59,-752.5684551751908
3719,18.595,-751.440809891047
3720,18.6,-738.2589613770474
3721,18.605,-712.4854535174713
3722,18.61,-680.2725015371037
3723,18.615000000000002,-650.9193018355097
3724,18.62,-631.6506630299872
3725,18.625,-623.0801950393351
3726,18.63,-618.1235920983873
3727,18.635,-606.321229023095
3728,18.64,-581.5451756000466
3729,18.645,-547.0316566532869
3730,18.650000000000002,-512.8579566703652
3731,18.655,-487.2366288337909
3732,18.66,-468.1866722593627
3733,18.665,-441.3604630072152
3734,18.67,-384.6742092071181
3735,18.675,-276.3364228483875
3736,18.68,-102.81217524261142
3737,18.685,134.84960295464595
3738,18.69,417.62473735388915
3739,18.695,710.7815196835902
3740,18.7,973.7974304841655
3741,18.705000000000002,1174.6651576853883
3742,18.71,1299.6918518174803
3743,18.715,1351.2697657083804
3744,18.72,1335.7147876632087
3745,18.725,1252.4946961489493
3746,18.73,1095.1402140037749
3747,18.735,863.2666840961587
3748,18.740000000000002,574.9823153841792
3749,18.745,268.53186255889983
3750,18.75,-9.704085316562384
3751,18.755,-224.30802551571753
3752,18.76,-365.8723495140381
3753,18.765,-452.7590760018074
3754,18.77,-517.7235918002635
3755,18.775000000000002,-587.0028592294311
3756,18.78,-665.3124044604479
3757,18.785,-737.4443218327556
3758,18.79,-785.6487828782496
3759,18.795,-808.3922992521925
3760,18.8,-821.8961763776892
3761,18.805,-838.9373881463526
3762,18.81,-842.696894424683
3763,18.815,-785.6824182671371
3764,18.82,-629.1802034159386
3765,18.825,-404.86807135963215
3766,18.830000000000002,-250.22025052175627
3767,18.835,-362.87058931622073
3768,18.84,-850.504086731793
3769,18.845,-1529.8460266010602
3770,18.85,-1821.1080719711586
